InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalPrice
118787,A100,Bag,2,2023-03-15 12:00:00,84.02,10174,France,168.04
148845,C300,Watch,7,2023-03-15 13:00:00,31.16,10023,France,218.12
157932,A100,Watch,6,2023-03-15 14:00:00,67.61,10133,France,405.65999999999997
192124,A100,Watch,7,2023-03-15 15:00:00,41.48,10135,Germany,290.35999999999996
191659,A100,Shoes,4,2023-03-15 16:00:00,49.89,10152,France,199.56
133062,D400,Shoes,9,2023-03-15 17:00:00,25.08,10088,France,225.71999999999997
175713,A100,Shoes,7,2023-03-15 18:00:00,66.7,10106,Spain,466.90000000000003
187263,A100,T-shirt,2,2023-03-15 19:00:00,26.45,10040,United Kingdom,52.9
195756,B200,Shoes,4,2023-03-15 20:00:00,51.14,10185,Spain,204.56
160461,B200,Watch,5,2023-03-15 21:00:00,36.2,10187,Germany,181.0
175418,D400,Shoes,2,2023-03-15 22:00:00,96.54,10109,Netherlands,193.08
166672,A100,Watch,8,2023-03-15 23:00:00,98.31,10130,Netherlands,786.48
134832,B200,Bag,1,2023-03-16 00:00:00,76.58,10008,Spain,76.58
131966,B200,T-shirt,3,2023-03-16 01:00:00,98.47,10179,Spain,295.40999999999997
172545,C300,T-shirt,1,2023-03-16 02:00:00,15.79,10185,Spain,15.79
112987,A100,Bag,5,2023-03-16 03:00:00,99.27,10187,United Kingdom,496.34999999999997
137311,B200,Watch,8,2023-03-16 04:00:00,14.84,10081,Germany,118.72
131575,D400,T-shirt,7,2023-03-16 05:00:00,44.47,10176,France,311.28999999999996
163852,C300,Shoes,9,2023-03-16 06:00:00,27.7,10093,Spain,249.29999999999998
101007,C300,Watch,2,2023-03-16 07:00:00,95.62,10132,United Kingdom,191.24
170981,A100,T-shirt,8,2023-03-16 08:00:00,65.4,10189,Netherlands,523.2
176242,A100,Bag,8,2023-03-16 09:00:00,61.73,10115,Netherlands,493.84
147517,C300,Watch,6,2023-03-16 10:00:00,99.76,10159,Netherlands,598.5600000000001
129257,D400,T-shirt,3,2023-03-16 11:00:00,63.18,10026,Spain,189.54
187272,A100,Bag,2,2023-03-16 12:00:00,66.39,10151,Netherlands,132.78
142207,A100,Watch,8,2023-03-16 13:00:00,9.25,10165,Netherlands,74.0
113281,C300,Shoes,6,2023-03-16 14:00:00,86.61,10194,Netherlands,519.66
161246,C300,Watch,4,2023-03-16 15:00:00,97.16,10143,France,388.64
101435,A100,Shoes,5,2023-03-16 16:00:00,96.23,10142,Netherlands,481.15000000000003
198875,B200,Watch,5,2023-03-16 17:00:00,26.01,10024,United Kingdom,130.05
191357,A100,Bag,9,2023-03-16 18:00:00,26.46,10199,Spain,238.14000000000001
126660,B200,Shoes,9,2023-03-16 19:00:00,39.77,10003,France,357.93
105084,C300,Shoes,8,2023-03-16 20:00:00,34.47,10031,France,275.76
182197,B200,Watch,8,2023-03-16 21:00:00,34.03,10172,Spain,272.24
113507,D400,T-shirt,2,2023-03-16 22:00:00,62.5,10183,Netherlands,125.0
172595,C300,Shoes,3,2023-03-16 23:00:00,81.53,10034,Netherlands,244.59
183807,A100,Watch,8,2023-03-17 00:00:00,93.99,10180,Germany,751.92
145539,A100,Bag,5,2023-03-17 01:00:00,11.45,10029,Netherlands,57.25
107491,C300,Watch,7,2023-03-17 02:00:00,31.41,10102,United Kingdom,219.87
150192,C300,Watch,8,2023-03-17 03:00:00,29.23,10111,Netherlands,233.84
180395,D400,Shoes,6,2023-03-17 04:00:00,38.96,10048,Spain,233.76
163888,C300,T-shirt,5,2023-03-17 05:00:00,45.31,10093,Netherlands,226.55
173609,A100,Bag,8,2023-03-17 06:00:00,41.97,10082,Spain,335.76
109077,D400,Shoes,1,2023-03-17 07:00:00,95.45,10179,France,95.45
120953,A100,Shoes,1,2023-03-17 08:00:00,46.53,10129,Germany,46.53
176919,B200,Shoes,1,2023-03-17 09:00:00,57.4,10186,France,57.4
167889,C300,Bag,3,2023-03-17 10:00:00,76.12,10164,Spain,228.36
123821,B200,T-shirt,6,2023-03-17 11:00:00,73.88,10028,Germany,443.28
137567,A100,Bag,6,2023-03-17 12:00:00,60.38,10157,France,362.28000000000003
124860,B200,Bag,5,2023-03-17 13:00:00,86.78,10117,Netherlands,433.9
121195,B200,T-shirt,7,2023-03-17 14:00:00,64.3,10021,Netherlands,450.09999999999997
177475,A100,Bag,5,2023-03-17 15:00:00,88.1,10101,Germany,440.5
190874,A100,Watch,2,2023-03-17 16:00:00,33.76,10018,France,67.52
187266,C300,Bag,4,2023-03-17 17:00:00,17.54,10066,United Kingdom,70.16
121427,B200,Shoes,1,2023-03-17 18:00:00,82.85,10085,United Kingdom,82.85
127083,D400,Bag,7,2023-03-17 19:00:00,41.34,10017,United Kingdom,289.38
187046,D400,Shoes,4,2023-03-17 20:00:00,66.85,10108,France,267.4
157372,A100,Bag,4,2023-03-17 21:00:00,75.04,10192,France,300.16
144064,A100,Shoes,4,2023-03-17 22:00:00,36.04,10112,France,144.16
107813,B200,Shoes,3,2023-03-17 23:00:00,52.99,10132,Spain,158.97
131598,A100,Shoes,8,2023-03-18 00:00:00,90.02,10138,United Kingdom,720.16
193106,D400,T-shirt,4,2023-03-18 01:00:00,88.58,10057,United Kingdom,354.32
127082,C300,Bag,8,2023-03-18 02:00:00,76.19,10017,United Kingdom,609.52
129241,C300,Bag,9,2023-03-18 03:00:00,77.46,10071,Spain,697.14
196214,B200,Watch,1,2023-03-18 04:00:00,90.28,10092,Spain,90.28
144569,C300,Watch,4,2023-03-18 05:00:00,74.95,10183,France,299.8
111745,A100,Watch,6,2023-03-18 06:00:00,37.26,10149,United Kingdom,223.56
126029,A100,Bag,8,2023-03-18 07:00:00,16.47,10055,United Kingdom,131.76
113025,A100,T-shirt,6,2023-03-18 08:00:00,45.08,10193,Netherlands,270.48
114288,A100,Shoes,6,2023-03-18 09:00:00,13.3,10022,Netherlands,79.80000000000001
189186,B200,Bag,4,2023-03-18 10:00:00,16.0,10015,Netherlands,64.0
106540,C300,T-shirt,9,2023-03-18 11:00:00,95.27,10043,Spain,857.43
197768,D400,T-shirt,7,2023-03-18 12:00:00,69.21,10071,France,484.46999999999997
181958,C300,Bag,6,2023-03-18 13:00:00,85.9,10195,Germany,515.4000000000001
168878,A100,Shoes,1,2023-03-18 14:00:00,66.08,10013,United Kingdom,66.08
141846,D400,T-shirt,2,2023-03-18 15:00:00,44.76,10136,Netherlands,89.52
175932,B200,Bag,6,2023-03-18 16:00:00,7.39,10074,United Kingdom,44.339999999999996
117482,A100,Shoes,1,2023-03-18 17:00:00,95.8,10107,United Kingdom,95.8
123411,A100,Watch,5,2023-03-18 18:00:00,11.74,10143,United Kingdom,58.7
150975,D400,T-shirt,1,2023-03-18 19:00:00,62.97,10140,France,62.97
160545,B200,T-shirt,3,2023-03-18 20:00:00,14.71,10035,United Kingdom,44.13
178797,D400,Bag,7,2023-03-18 21:00:00,31.99,10043,France,223.92999999999998
152307,B200,Bag,5,2023-03-18 22:00:00,22.65,10099,Germany,113.25
103093,A100,Shoes,1,2023-03-18 23:00:00,57.6,10080,Germany,57.6
177258,C300,Watch,1,2023-03-19 00:00:00,89.27,10013,Spain,89.27
122042,A100,Watch,8,2023-03-19 01:00:00,65.38,10092,United Kingdom,523.04
152930,C300,Bag,9,2023-03-19 02:00:00,68.1,10016,Netherlands,612.9
144413,C300,Bag,7,2023-03-19 03:00:00,91.35,10192,Spain,639.4499999999999
193623,B200,Shoes,3,2023-03-19 04:00:00,76.2,10096,Spain,228.60000000000002
197883,D400,Bag,6,2023-03-19 05:00:00,87.27,10125,Germany,523.62
133756,B200,Shoes,3,2023-03-19 06:00:00,44.56,10053,Netherlands,133.68
153268,A100,Shoes,4,2023-03-19 07:00:00,87.21,10125,United Kingdom,348.84
139214,D400,Watch,4,2023-03-19 08:00:00,66.36,10129,United Kingdom,265.44
181871,C300,Shoes,3,2023-03-19 09:00:00,17.88,10144,Germany,53.64
128602,C300,Watch,6,2023-03-19 10:00:00,8.68,10022,France,52.08
153331,A100,Watch,5,2023-03-19 11:00:00,28.18,10128,Germany,140.9
148901,D400,Watch,9,2023-03-19 12:00:00,40.94,10011,Netherlands,368.46
199986,A100,Bag,9,2023-03-19 13:00:00,84.57,10140,France,761.1299999999999
163416,A100,Watch,3,2023-03-19 14:00:00,75.42,10011,Netherlands,226.26
132196,B200,Shoes,9,2023-03-19 15:00:00,95.76,10056,United Kingdom,861.84
105626,A100,Bag,3,2023-03-19 16:00:00,58.12,10085,France,174.35999999999999
107424,D400,Shoes,4,2023-03-19 17:00:00,76.04,10017,Netherlands,304.16
112857,A100,Bag,1,2023-03-19 18:00:00,31.15,10102,United Kingdom,31.15
119982,D400,Shoes,5,2023-03-19 19:00:00,69.56,10082,Netherlands,347.8
176961,C300,T-shirt,9,2023-03-19 20:00:00,72.08,10093,France,648.72
101980,A100,T-shirt,2,2023-03-19 21:00:00,85.6,10142,United Kingdom,171.2
148290,D400,T-shirt,4,2023-03-19 22:00:00,55.96,10166,Netherlands,223.84
126431,C300,Shoes,2,2023-03-19 23:00:00,66.66,10077,Spain,133.32
184976,D400,Bag,8,2023-03-20 00:00:00,24.29,10072,France,194.32
182711,C300,Watch,9,2023-03-20 01:00:00,74.99,10196,France,674.91
126385,B200,Watch,3,2023-03-20 02:00:00,84.65,10160,France,253.95000000000002
138158,A100,Shoes,9,2023-03-20 03:00:00,61.41,10175,United Kingdom,552.6899999999999
123019,A100,Shoes,6,2023-03-20 04:00:00,15.99,10132,France,95.94
118639,C300,Shoes,6,2023-03-20 05:00:00,34.72,10087,Netherlands,208.32
185530,B200,Shoes,7,2023-03-20 06:00:00,50.17,10007,Spain,351.19
199911,D400,Watch,5,2023-03-20 07:00:00,69.33,10146,Netherlands,346.65
121563,B200,Bag,6,2023-03-20 08:00:00,35.43,10179,Netherlands,212.57999999999998
139341,D400,Watch,1,2023-03-20 09:00:00,84.83,10011,France,84.83
105776,D400,Shoes,3,2023-03-20 10:00:00,40.32,10071,Spain,120.96000000000001
136444,A100,T-shirt,9,2023-03-20 11:00:00,9.07,10135,Spain,81.63
168916,C300,Watch,5,2023-03-20 12:00:00,80.43,10054,Spain,402.15000000000003
108711,A100,T-shirt,5,2023-03-20 13:00:00,66.2,10121,Spain,331.0
174318,A100,T-shirt,8,2023-03-20 14:00:00,81.19,10092,Germany,649.52
182970,A100,Shoes,2,2023-03-20 15:00:00,38.14,10161,Spain,76.28
185553,D400,Watch,7,2023-03-20 16:00:00,6.67,10081,France,46.69
130707,A100,Bag,9,2023-03-20 17:00:00,12.01,10192,Spain,108.09
139110,D400,Watch,7,2023-03-20 18:00:00,15.62,10046,Netherlands,109.33999999999999
161788,C300,Bag,5,2023-03-20 19:00:00,81.49,10107,Germany,407.45
182879,D400,Bag,6,2023-03-20 20:00:00,33.64,10034,Netherlands,201.84
138827,D400,Shoes,4,2023-03-20 21:00:00,99.8,10159,France,399.2
105655,B200,Bag,7,2023-03-20 22:00:00,77.05,10178,France,539.35
144859,A100,Watch,1,2023-03-20 23:00:00,62.11,10105,Spain,62.11
153625,A100,Watch,4,2023-03-21 00:00:00,98.44,10133,France,393.76
152098,A100,T-shirt,3,2023-03-21 01:00:00,35.05,10136,Germany,105.14999999999999
115251,A100,Bag,4,2023-03-21 02:00:00,20.73,10039,Netherlands,82.92
100526,B200,Shoes,1,2023-03-21 03:00:00,75.04,10175,France,75.04
168760,B200,Shoes,2,2023-03-21 04:00:00,31.42,10199,France,62.84
147837,B200,Watch,9,2023-03-21 05:00:00,96.3,10095,Germany,866.6999999999999
111536,B200,Bag,7,2023-03-21 06:00:00,98.87,10153,United Kingdom,692.09
128541,A100,Shoes,6,2023-03-21 07:00:00,93.01,10081,United Kingdom,558.0600000000001
179083,D400,Bag,2,2023-03-21 08:00:00,94.75,10036,Germany,189.5
151027,C300,Bag,1,2023-03-21 09:00:00,63.49,10179,France,63.49
134531,B200,T-shirt,2,2023-03-21 10:00:00,70.75,10139,Germany,141.5
108712,D400,Shoes,7,2023-03-21 11:00:00,13.95,10165,Germany,97.64999999999999
165455,B200,T-shirt,2,2023-03-21 12:00:00,77.49,10195,United Kingdom,154.98
174744,A100,Shoes,3,2023-03-21 13:00:00,24.2,10015,Spain,72.6
105109,A100,Bag,8,2023-03-21 14:00:00,84.83,10188,France,678.64
149268,D400,Shoes,7,2023-03-21 15:00:00,96.35,10023,Netherlands,674.4499999999999
154615,D400,Watch,9,2023-03-21 16:00:00,25.18,10144,Germany,226.62
182503,D400,Bag,4,2023-03-21 17:00:00,12.41,10114,United Kingdom,49.64
129759,A100,Shoes,7,2023-03-21 18:00:00,50.97,10094,Spain,356.78999999999996
185708,A100,T-shirt,1,2023-03-21 19:00:00,80.2,10003,France,80.2
160112,C300,T-shirt,2,2023-03-21 20:00:00,78.21,10049,Germany,156.42
126589,D400,Bag,7,2023-03-21 21:00:00,71.2,10107,United Kingdom,498.40000000000003
130015,C300,T-shirt,2,2023-03-21 22:00:00,82.97,10101,Germany,165.94
129009,B200,Bag,6,2023-03-21 23:00:00,21.62,10130,Netherlands,129.72
183309,C300,Bag,9,2023-03-22 00:00:00,66.93,10007,France,602.3700000000001
162046,B200,Bag,5,2023-03-22 01:00:00,62.54,10011,France,312.7
126143,B200,Shoes,7,2023-03-22 02:00:00,19.58,10162,France,137.06
106154,C300,Bag,1,2023-03-22 03:00:00,44.37,10065,France,44.37
121804,D400,T-shirt,8,2023-03-22 04:00:00,85.99,10180,United Kingdom,687.92
141688,B200,Watch,9,2023-03-22 05:00:00,97.32,10092,Netherlands,875.8799999999999
164288,D400,Shoes,5,2023-03-22 06:00:00,68.22,10160,Germany,341.1
151195,A100,T-shirt,6,2023-03-22 07:00:00,92.58,10113,United Kingdom,555.48
120581,B200,Bag,8,2023-03-22 08:00:00,17.54,10017,Spain,140.32
152648,A100,Bag,4,2023-03-22 09:00:00,97.63,10103,France,390.52
130087,C300,Watch,2,2023-03-22 10:00:00,8.18,10185,France,16.36
149930,D400,T-shirt,8,2023-03-22 11:00:00,55.09,10085,Germany,440.72
132981,C300,Shoes,2,2023-03-22 12:00:00,32.65,10092,France,65.3
169298,B200,T-shirt,5,2023-03-22 13:00:00,82.32,10044,France,411.59999999999997
146167,A100,Bag,6,2023-03-22 14:00:00,25.67,10142,Germany,154.02
175304,B200,Shoes,5,2023-03-22 15:00:00,6.1,10142,Netherlands,30.5
143408,C300,Bag,6,2023-03-22 16:00:00,44.39,10044,United Kingdom,266.34000000000003
139499,D400,Bag,6,2023-03-22 17:00:00,11.09,10195,Netherlands,66.53999999999999
152269,D400,T-shirt,3,2023-03-22 18:00:00,32.56,10099,Germany,97.68
138559,B200,Watch,3,2023-03-22 19:00:00,66.16,10196,France,198.48
174319,B200,Bag,9,2023-03-22 20:00:00,33.0,10194,France,297.0
195317,A100,T-shirt,3,2023-03-22 21:00:00,28.35,10061,Netherlands,85.05000000000001
196347,C300,Shoes,3,2023-03-22 22:00:00,19.77,10083,Spain,59.31
148787,B200,Watch,2,2023-03-22 23:00:00,17.84,10171,United Kingdom,35.68
135488,A100,Bag,7,2023-03-23 00:00:00,54.96,10019,France,384.72
174441,B200,Bag,4,2023-03-23 01:00:00,69.74,10166,Germany,278.96
174663,D400,Shoes,1,2023-03-23 02:00:00,48.01,10038,Netherlands,48.01
122431,A100,T-shirt,6,2023-03-23 03:00:00,16.74,10128,United Kingdom,100.44
161681,A100,Bag,5,2023-03-23 04:00:00,66.54,10107,Spain,332.70000000000005
163483,B200,Shoes,2,2023-03-23 05:00:00,57.93,10066,France,115.86
149153,C300,Bag,6,2023-03-23 06:00:00,41.22,10046,Netherlands,247.32
106368,D400,T-shirt,1,2023-03-23 07:00:00,36.35,10117,France,36.35
127424,C300,Watch,3,2023-03-23 08:00:00,22.4,10053,Netherlands,67.19999999999999
145004,A100,T-shirt,4,2023-03-23 09:00:00,18.9,10147,Spain,75.6
183869,C300,T-shirt,3,2023-03-23 10:00:00,37.18,10136,Germany,111.53999999999999
188652,A100,T-shirt,6,2023-03-23 11:00:00,8.95,10094,Germany,53.699999999999996
156985,C300,Shoes,4,2023-03-23 12:00:00,46.48,10027,United Kingdom,185.92
150069,B200,Bag,1,2023-03-23 13:00:00,62.15,10063,France,62.15
152326,C300,Watch,5,2023-03-23 14:00:00,94.46,10034,France,472.29999999999995
181061,A100,Shoes,5,2023-03-23 15:00:00,64.45,10039,France,322.25
123398,D400,T-shirt,9,2023-03-23 16:00:00,64.29,10124,Germany,578.61
198393,D400,Watch,8,2023-03-23 17:00:00,40.57,10101,United Kingdom,324.56
150861,D400,T-shirt,8,2023-03-23 18:00:00,17.67,10001,Germany,141.36
175897,A100,T-shirt,5,2023-03-23 19:00:00,47.46,10130,Netherlands,237.3
181905,C300,T-shirt,8,2023-03-23 20:00:00,61.87,10013,France,494.96
168577,D400,Watch,7,2023-03-23 21:00:00,73.78,10098,Netherlands,516.46
165641,D400,Bag,1,2023-03-23 22:00:00,83.48,10067,Spain,83.48
109078,D400,T-shirt,7,2023-03-23 23:00:00,29.31,10046,Netherlands,205.17
125003,B200,Bag,8,2023-03-24 00:00:00,27.92,10093,Netherlands,223.36
162768,A100,Watch,3,2023-03-24 01:00:00,58.7,10181,Netherlands,176.10000000000002
151047,A100,Watch,9,2023-03-24 02:00:00,58.77,10185,Germany,528.9300000000001
171626,A100,T-shirt,8,2023-03-24 03:00:00,25.71,10189,Netherlands,205.68
157660,A100,Bag,2,2023-03-24 04:00:00,60.81,10050,France,121.62
149786,A100,Bag,6,2023-03-24 05:00:00,37.86,10047,United Kingdom,227.16
101925,B200,T-shirt,4,2023-03-24 06:00:00,65.73,10154,Spain,262.92
183976,C300,Shoes,3,2023-03-24 07:00:00,32.65,10076,France,97.94999999999999
126015,B200,Shoes,6,2023-03-24 08:00:00,61.27,10182,United Kingdom,367.62
133320,D400,Watch,9,2023-03-24 09:00:00,77.99,10124,France,701.91
164881,B200,Watch,2,2023-03-24 10:00:00,98.12,10112,Netherlands,196.24
190827,A100,Shoes,5,2023-03-24 11:00:00,91.55,10176,Spain,457.75
126289,B200,Shoes,6,2023-03-24 12:00:00,52.84,10151,France,317.04
103389,A100,Shoes,4,2023-03-24 13:00:00,51.39,10009,Spain,205.56
125683,B200,T-shirt,7,2023-03-24 14:00:00,46.58,10134,Germany,326.06
113629,A100,T-shirt,2,2023-03-24 15:00:00,7.64,10115,Germany,15.28
161550,D400,T-shirt,7,2023-03-24 16:00:00,20.77,10016,Netherlands,145.39
124826,A100,T-shirt,2,2023-03-24 17:00:00,10.62,10021,Netherlands,21.24
126630,B200,T-shirt,1,2023-03-24 18:00:00,71.15,10058,Germany,71.15
198762,D400,T-shirt,5,2023-03-24 19:00:00,44.26,10043,France,221.29999999999998
146163,B200,Watch,2,2023-03-24 20:00:00,11.06,10010,United Kingdom,22.12
198511,D400,Bag,8,2023-03-24 21:00:00,70.6,10041,United Kingdom,564.8
166435,C300,Watch,8,2023-03-24 22:00:00,66.22,10022,Germany,529.76
111653,C300,Bag,1,2023-03-24 23:00:00,73.4,10117,United Kingdom,73.4
127961,C300,Watch,4,2023-03-25 00:00:00,61.98,10187,France,247.92
181941,B200,Watch,9,2023-03-25 01:00:00,20.35,10061,United Kingdom,183.15
174137,B200,T-shirt,5,2023-03-25 02:00:00,10.83,10110,United Kingdom,54.15
133662,D400,T-shirt,6,2023-03-25 03:00:00,82.63,10053,Germany,495.78
198818,D400,Bag,3,2023-03-25 04:00:00,25.5,10081,Spain,76.5
156446,D400,Bag,5,2023-03-25 05:00:00,56.54,10118,Spain,282.7
121288,D400,T-shirt,1,2023-03-25 06:00:00,51.1,10108,France,51.1
195081,A100,Watch,8,2023-03-25 07:00:00,92.5,10111,Spain,740.0
136877,C300,Bag,6,2023-03-25 08:00:00,57.48,10012,Netherlands,344.88
115313,A100,Shoes,2,2023-03-25 09:00:00,60.1,10067,Germany,120.2
180885,A100,Shoes,4,2023-03-25 10:00:00,35.35,10106,Spain,141.4
172715,A100,Shoes,4,2023-03-25 11:00:00,96.08,10026,United Kingdom,384.32
110326,A100,Bag,9,2023-03-25 12:00:00,63.18,10114,Spain,568.62
101560,C300,T-shirt,9,2023-03-25 13:00:00,5.47,10167,Germany,49.23
179148,A100,T-shirt,5,2023-03-25 14:00:00,57.83,10073,United Kingdom,289.15
183186,D400,T-shirt,3,2023-03-25 15:00:00,39.57,10091,United Kingdom,118.71000000000001
126745,B200,Bag,1,2023-03-25 16:00:00,8.05,10084,Germany,8.05
131890,D400,Bag,6,2023-03-25 17:00:00,46.0,10115,France,276.0
120022,B200,Shoes,8,2023-03-25 18:00:00,78.49,10074,France,627.92
152579,D400,Bag,1,2023-03-25 19:00:00,52.86,10083,Germany,52.86
170316,D400,Shoes,1,2023-03-25 20:00:00,65.75,10082,Germany,65.75
183847,B200,Shoes,7,2023-03-25 21:00:00,65.78,10137,Germany,460.46000000000004
128380,C300,T-shirt,7,2023-03-25 22:00:00,68.75,10014,United Kingdom,481.25
102356,A100,Bag,2,2023-03-25 23:00:00,41.82,10044,United Kingdom,83.64
170326,D400,T-shirt,3,2023-03-26 00:00:00,40.15,10180,Germany,120.44999999999999
192447,C300,T-shirt,2,2023-03-26 01:00:00,5.44,10081,United Kingdom,10.88
189899,A100,Bag,6,2023-03-26 02:00:00,19.65,10006,Netherlands,117.89999999999999
120049,C300,Bag,8,2023-03-26 03:00:00,95.33,10157,Germany,762.64
175717,C300,Watch,8,2023-03-26 04:00:00,85.03,10077,United Kingdom,680.24
116082,A100,Shoes,1,2023-03-26 05:00:00,31.14,10029,France,31.14
100661,D400,Watch,9,2023-03-26 06:00:00,43.11,10117,Germany,387.99
137412,C300,Shoes,8,2023-03-26 07:00:00,94.29,10154,Germany,754.32
102920,D400,Shoes,9,2023-03-26 08:00:00,28.79,10048,Germany,259.11
191194,D400,Shoes,9,2023-03-26 09:00:00,55.59,10184,Spain,500.31000000000006
160315,D400,T-shirt,6,2023-03-26 10:00:00,7.1,10191,Germany,42.599999999999994
179561,A100,T-shirt,3,2023-03-26 11:00:00,63.87,10100,France,191.60999999999999
108946,B200,Bag,1,2023-03-26 12:00:00,93.36,10190,United Kingdom,93.36
194242,D400,Shoes,8,2023-03-26 13:00:00,89.05,10175,Germany,712.4
145500,B200,Shoes,3,2023-03-26 14:00:00,52.69,10168,Netherlands,158.07
116309,B200,Shoes,7,2023-03-26 15:00:00,66.72,10080,United Kingdom,467.03999999999996
155230,C300,T-shirt,6,2023-03-26 16:00:00,59.13,10029,France,354.78000000000003
198656,D400,Bag,3,2023-03-26 17:00:00,11.36,10002,Spain,34.08
130027,D400,T-shirt,6,2023-03-26 18:00:00,20.08,10036,France,120.47999999999999
172541,D400,Watch,3,2023-03-26 19:00:00,96.56,10029,Spain,289.68
159321,B200,Watch,9,2023-03-26 20:00:00,29.32,10053,United Kingdom,263.88
100956,A100,Watch,1,2023-03-26 21:00:00,41.52,10112,Spain,41.52
174131,B200,Bag,8,2023-03-26 22:00:00,53.35,10085,United Kingdom,426.8
147908,D400,Watch,5,2023-03-26 23:00:00,98.02,10099,France,490.09999999999997
178339,D400,Bag,4,2023-03-27 00:00:00,70.55,10084,France,282.2
125963,D400,T-shirt,1,2023-03-27 01:00:00,64.81,10134,Spain,64.81
139443,B200,T-shirt,9,2023-03-27 02:00:00,54.82,10007,Netherlands,493.38
199259,D400,Bag,9,2023-03-27 03:00:00,71.56,10085,France,644.04
139063,C300,T-shirt,5,2023-03-27 04:00:00,68.08,10062,Spain,340.4
180818,D400,T-shirt,9,2023-03-27 05:00:00,90.77,10190,Germany,816.93
104703,A100,Bag,9,2023-03-27 06:00:00,56.47,10191,United Kingdom,508.23
165128,C300,Watch,7,2023-03-27 07:00:00,45.04,10157,Germany,315.28
172099,D400,Bag,8,2023-03-27 08:00:00,81.68,10092,Germany,653.44
125849,C300,Shoes,1,2023-03-27 09:00:00,80.98,10137,Germany,80.98
131860,D400,T-shirt,4,2023-03-27 10:00:00,21.13,10196,Spain,84.52
131585,A100,Bag,4,2023-03-27 11:00:00,27.5,10048,France,110.0
122015,D400,T-shirt,9,2023-03-27 12:00:00,96.07,10120,Germany,864.6299999999999
177539,C300,Watch,3,2023-03-27 13:00:00,47.19,10038,Spain,141.57
143585,A100,T-shirt,1,2023-03-27 14:00:00,54.37,10033,France,54.37
126958,B200,Bag,5,2023-03-27 15:00:00,34.47,10101,United Kingdom,172.35
126017,A100,Watch,7,2023-03-27 16:00:00,50.7,10009,France,354.90000000000003
176707,A100,Watch,4,2023-03-27 17:00:00,75.62,10008,France,302.48
145350,A100,Watch,9,2023-03-27 18:00:00,50.82,10187,Germany,457.38
112201,C300,Shoes,6,2023-03-27 19:00:00,34.9,10095,Spain,209.39999999999998
129426,A100,Bag,6,2023-03-27 20:00:00,14.12,10132,Netherlands,84.72
117778,D400,Bag,3,2023-03-27 21:00:00,93.18,10162,United Kingdom,279.54
145241,A100,Watch,5,2023-03-27 22:00:00,87.81,10138,Spain,439.05
142229,A100,T-shirt,6,2023-03-27 23:00:00,80.18,10041,Germany,481.08000000000004
186652,D400,Watch,4,2023-03-28 00:00:00,70.94,10079,Spain,283.76
148364,D400,Shoes,3,2023-03-28 01:00:00,53.97,10090,Netherlands,161.91
198833,B200,Watch,5,2023-03-28 02:00:00,90.25,10147,United Kingdom,451.25
184878,A100,Bag,7,2023-03-28 03:00:00,80.21,10178,France,561.4699999999999
157056,C300,Watch,6,2023-03-28 04:00:00,82.52,10000,United Kingdom,495.12
127490,A100,T-shirt,2,2023-03-28 05:00:00,34.41,10010,Netherlands,68.82
119975,A100,Bag,1,2023-03-28 06:00:00,45.23,10060,United Kingdom,45.23
126723,D400,T-shirt,5,2023-03-28 07:00:00,72.15,10078,United Kingdom,360.75
123279,B200,Watch,5,2023-03-28 08:00:00,40.25,10166,Germany,201.25
178301,A100,Bag,6,2023-03-28 09:00:00,51.93,10103,France,311.58
111561,C300,Shoes,3,2023-03-28 10:00:00,66.42,10047,Netherlands,199.26
166061,A100,Bag,1,2023-03-28 11:00:00,46.59,10081,Germany,46.59
188397,C300,T-shirt,4,2023-03-28 12:00:00,80.34,10027,United Kingdom,321.36
149153,D400,Bag,4,2023-03-28 13:00:00,16.05,10088,United Kingdom,64.2
133142,B200,Shoes,2,2023-03-28 14:00:00,73.22,10074,Spain,146.44
126916,A100,Shoes,8,2023-03-28 15:00:00,18.79,10079,Germany,150.32
164324,B200,Shoes,6,2023-03-28 16:00:00,94.09,10035,Netherlands,564.54
144965,A100,Shoes,3,2023-03-28 17:00:00,34.83,10086,Netherlands,104.49
104648,C300,T-shirt,1,2023-03-28 18:00:00,80.57,10069,Netherlands,80.57
135133,B200,Bag,3,2023-03-28 19:00:00,54.53,10106,Netherlands,163.59
150677,A100,Watch,8,2023-03-28 20:00:00,13.65,10189,United Kingdom,109.2
196059,D400,Shoes,4,2023-03-28 21:00:00,60.35,10105,United Kingdom,241.4
194588,C300,Watch,3,2023-03-28 22:00:00,91.66,10069,Germany,274.98
199950,B200,Watch,4,2023-03-28 23:00:00,19.94,10009,France,79.76
198317,A100,Bag,4,2023-03-29 00:00:00,35.52,10004,Netherlands,142.08
170135,B200,Watch,2,2023-03-29 01:00:00,46.72,10027,United Kingdom,93.44
135046,A100,Watch,4,2023-03-29 02:00:00,31.13,10058,Germany,124.52
147064,C300,T-shirt,9,2023-03-29 03:00:00,94.66,10136,Netherlands,851.9399999999999
169350,D400,Watch,4,2023-03-29 04:00:00,40.86,10166,France,163.44
145893,C300,Bag,1,2023-03-29 05:00:00,67.52,10091,Netherlands,67.52
161272,B200,Watch,1,2023-03-29 06:00:00,26.27,10061,Spain,26.27
